playerID,yearID,inducted
cobbty01,1936,Y
ruthba01,1936,Y
wagneho01,1936,Y
mathech01,1936,Y
johnswa01,1936,Y
lajoina01,1936,N
speaktr01,1936,N
youngcy01,1936,N
hornsro01,1936,N
cochrmi01,1936,N
sislege01,1936,N
collied01,1936,N
colliji01,1936,N
alexape01,1936,N
gehrilo01,1936,N
bresnro01,1936,N
keelewi01,1936,N
ansonca01,1936,N
ewingbu01,1936,N
keelewi01,1936,N
wadderu01,1936,N
youngcy01,1936,N
delahed01,1936,N
foxxji01,1936,N
walshed01,1936,N
mcgrajo01,1936,N
delahed01,1936,N
radboch01,1936,N
traynpi01,1936,N
kellyki01,1936,N
longhe01,1936,N
friscfr01,1936,N
grovele01,1936,N
jennihu01,1936,N
rusieam01,1936,N
chaseha01,1936,N
youngro01,1936,N
clarkfr01,1936,N
terrybi01,1936,N
colliji01,1936,N
klingjo01,1936,N
crigelo01,1936,N
comisch01,1936,N
dennyje01,1936,N
langebi01,1936,N
robinwi01,1936,N
stoveha01,1936,N
wrighge01,1936,N
brownmo01,1936,N
eversjo01,1936,N
clarkjo01,1936,N
wagneho01,1936,N
chancfr01,1936,N
spaldal01,1936,N
mcgrajo01,1936,N
schalra01,1936,N
simmoal01,1936,N
barnero01,1936,N
bennech01,1936,N
duffyhu01,1936,N
nichoki01,1936,N
wardjo01,1936,N
broutda01,1936,N
dunlafr01,1936,N
glassja01,1936,N
hamilbi01,1936,N
lajoina01,1936,N
willine01,1936,N
bendech01,1936,N
jacksjo01,1936,N
roushed01,1936,N
allisdo01,1936,N
battijo01,1936,N
becklja01,1936,N
bondto01,1936,N
burkeje01,1936,N
crigelo01,1936,N
dahlebi01,1936,N
daubeja01,1936,N
doyleja01,1936,N
keefeti01,1936,N
kilroma01,1936,N
lathaar01,1936,N
lowebo01,1936,N
mcaleji01,1936,N
mccarto01,1936,N
mcveyca01,1936,N
paborch01,1936,N
pikeli01,1936,N
remseja01,1936,N
richaha01,1936,N
tennefr02,1936,N
vanhage01,1936,N
wallabo01,1936,N
whitede01,1936,N
bakerfr01,1936,N
bradlbi01,1936,N
clarkfr01,1936,N
crawfsa01,1936,N
elberki01,1936,N
mackco01,1936,N
marquru01,1936,N
ruckena01,1936,N
vanceda01,1936,N
cummica01,1936,N
flintsi01,1936,N
richmle01,1936,N
gehrich01,1936,N
hartnga01,1936,N
sullibi03,1936,N
lajoina01,1937,Y
speaktr01,1937,Y
youngcy01,1937,Y
alexape01,1937,N
collied01,1937,N
keelewi01,1937,N
sislege01,1937,N
delahed01,1937,N
wadderu01,1937,N
colliji01,1937,N
walshed01,1937,N
hornsro01,1937,N
chancfr01,1937,N
eversjo01,1937,N
bresnro01,1937,N
brownmo01,1937,N
maranra01,1937,N
schalra01,1937,N
planked01,1937,N
clarkfr01,1937,N
klingjo01,1937,N
chaseha01,1937,N
bendech01,1937,N
crigelo01,1937,N
youngro01,1937,N
pennohe01,1937,N
tinkejo01,1937,N
bakerfr01,1937,N
marquru01,1937,N
woodjo02,1937,N
mcginjo01,1937,N
jossad01,1937,N
ruckena01,1937,N
heilmha01,1937,N
roushed01,1937,N
vanceda01,1937,N
adamsba01,1937,N
duffyhu01,1937,N
archeji01,1937,N
careyma01,1937,N
donlimi01,1937,N
hoopeha01,1937,N
bradlbi01,1937,N
carribi02,1937,N
crawfsa01,1937,N
huggimi01,1937,N
mcgrajo01,1937,N
robinwi01,1937,N
tennefr02,1937,N
wheatza01,1937,N
combsea01,1937,N
griffcl01,1937,N
jennihu01,1937,N
altroni01,1937,N
bancrda01,1937,N
burnsge01,1937,N
donovbi01,1937,N
faberre01,1937,N
lewisdu01,1937,N
nehfar01,1937,N
peckiro01,1937,N
bergema01,1937,N
bodiepi01,1937,N
coombja01,1937,N
cravaga01,1937,N
daubeja01,1937,N
doylela01,1937,N
fletcar01,1937,N
gowdyha01,1937,N
loberha01,1937,N
mageesh01,1937,N
schreos01,1937,N
scottev01,1937,N
breitte01,1937,N
burkeje01,1937,N
bushdo01,1937,N
chesbja01,1937,N
cissebi01,1937,N
collish01,1937,N
dooinre01,1937,N
duganjo01,1937,N
elberki01,1937,N
falkecy01,1937,N
gleaski01,1937,N
grimebu01,1937,N
grohhe01,1937,N
hinchbi01,1937,N
judgejo01,1937,N
kerrdi01,1937,N
leachto01,1937,N
leevesa01,1937,N
longhe01,1937,N
luquedo01,1937,N
mcinnst01,1937,N
mcleala01,1937,N
meusebo01,1937,N
milleha01,1937,N
moranpa01,1937,N
murphda02,1937,N
murrare01,1937,N
paskedo01,1937,N
raymobu01,1937,N
rixeyep01,1937,N
rudoldi01,1937,N
rusieam01,1937,N
schulfr01,1937,N
seweljo01,1937,N
steinha01,1937,N
streega01,1937,N
sullibi03,1937,N
veachbo01,1937,N
wallabo01,1937,N
wilsoha01,1937,N
bulkemo99,1937,Y
johnsba99,1937,Y
mackco01,1937,Y
mcgrajo01,1937,Y
wrighge01,1937,Y
alexape01,1938,Y
sislege01,1938,N
keelewi01,1938,N
collied01,1938,N
wadderu01,1938,N
chancfr01,1938,N
delahed01,1938,N
walshed01,1938,N
eversjo01,1938,N
colliji01,1938,N
maranra01,1938,N
bresnro01,1938,N
clarkfr01,1938,N
brownmo01,1938,N
huggimi01,1938,N
hornsro01,1938,N
schalra01,1938,N
youngro01,1938,N
planked01,1938,N
pennohe01,1938,N
mcginjo01,1938,N
bendech01,1938,N
bakerfr01,1938,N
klingjo01,1938,N
duffyhu01,1938,N
jennihu01,1938,N
jossad01,1938,N
robinwi01,1938,N
tinkejo01,1938,N
heilmha01,1938,N
ruckena01,1938,N
adamsba01,1938,N
crawfsa01,1938,N
crigelo01,1938,N
griffcl01,1938,N
marquru01,1938,N
vanceda01,1938,N
roushed01,1938,N
gowdyha01,1938,N
rusieam01,1938,N
tennefr02,1938,N
altroni01,1938,N
archeji01,1938,N
combsea01,1938,N
terrybi01,1938,N
wallabo01,1938,N
wheatza01,1938,N
careyma01,1938,N
woodjo02,1938,N
donlimi01,1938,N
lewisdu01,1938,N
nehfar01,1938,N
carribi02,1938,N
dinnebi01,1938,N
doylela01,1938,N
hoopeha01,1938,N
mcinnst01,1938,N
barryja01,1938,N
burnsge01,1938,N
fletcar01,1938,N
grohhe01,1938,N
kerrdi01,1938,N
nichoki01,1938,N
traynpi01,1938,N
bancrda01,1938,N
bradlbi01,1938,N
burkeje01,1938,N
chesbja01,1938,N
coombja01,1938,N
cravaga01,1938,N
elberki01,1938,N
fosteed02,1938,N
judgejo01,1938,N
mageesh01,1938,N
peckiro01,1938,N
rixeyep01,1938,N
schreos01,1938,N
scottev01,1938,N
stengca01,1938,N
beaumgi01,1938,N
bergema01,1938,N
chapmra01,1938,N
coaklan01,1938,N
coopewi01,1938,N
covelst01,1938,N
cranddo01,1938,N
cruiswa01,1938,N
dahlebi01,1938,N
daubeja01,1938,N
donovbi01,1938,N
dooinre01,1938,N
duganjo01,1938,N
ehmkeho01,1938,N
faberre01,1938,N
flickel01,1938,N
gleaski01,1938,N
granted01,1938,N
grimebu01,1938,N
harribu01,1938,N
herzobu01,1938,N
irwinch01,1938,N
jonesfi01,1938,N
lathaar01,1938,N
loberha01,1938,N
longhe01,1938,N
luquedo01,1938,N
marbefi01,1938,N
meusebo01,1938,N
milancl01,1938,N
moranpa01,1938,N
murrare01,1938,N
perduhu01,1938,N
ricesa01,1938,N
sheckji01,1938,N
shockur01,1938,N
stahlja01,1938,N
streega01,1938,N
thomair01,1938,N
willicy01,1938,N
zimmech01,1938,N
cartwal99,1938,Y
chadwhe99,1938,Y
sislege01,1939,Y
collied01,1939,Y
keelewi01,1939,Y
wadderu01,1939,N
hornsro01,1939,N
chancfr01,1939,N
delahed01,1939,N
walshed01,1939,N
eversjo01,1939,N
huggimi01,1939,N
maranra01,1939,N
colliji01,1939,N
bresnro01,1939,N
clarkfr01,1939,N
brownmo01,1939,N
robinwi01,1939,N
bendech01,1939,N
pennohe01,1939,N
schalra01,1939,N
duffyhu01,1939,N
youngro01,1939,N
jennihu01,1939,N
mcginjo01,1939,N
bakerfr01,1939,N
cochrmi01,1939,N
jossad01,1939,N
planked01,1939,N
friscfr01,1939,N
griffcl01,1939,N
terrybi01,1939,N
vanceda01,1939,N
klingjo01,1939,N
ruckena01,1939,N
tinkejo01,1939,N
adamsba01,1939,N
traynpi01,1939,N
heilmha01,1939,N
roushed01,1939,N
careyma01,1939,N
dinnebi01,1939,N
nichoki01,1939,N
altroni01,1939,N
chesbja01,1939,N
crawfsa01,1939,N
lewisdu01,1939,N
rusieam01,1939,N
stengca01,1939,N
donlimi01,1939,N
hoopeha01,1939,N
kerrdi01,1939,N
wallabo01,1939,N
gowdyha01,1939,N
marquru01,1939,N
mcinnst01,1939,N
wheatza01,1939,N
archeji01,1939,N
combsea01,1939,N
faberre01,1939,N
mccarjo99,1939,N
tennefr02,1939,N
bushdo01,1939,N
carribi02,1939,N
cravaga01,1939,N
crigelo01,1939,N
donovbi01,1939,N
ewingbu01,1939,N
granted01,1939,N
loberha01,1939,N
schreos01,1939,N
woodjo02,1939,N
bancrda01,1939,N
barryja01,1939,N
bergema01,1939,N
bradlbi01,1939,N
burnsge01,1939,N
coopewi01,1939,N
crossla01,1939,N
daubeja01,1939,N
doylela01,1939,N
fletcar01,1939,N
frasech01,1939,N
gleaski01,1939,N
grimebu01,1939,N
grimmch01,1939,N
hahnno01,1939,N
haineje01,1939,N
harribu01,1939,N
hoytwa01,1939,N
irwinch01,1939,N
jonessa01,1939,N
kellejo01,1939,N
knabeot01,1939,N
leachto01,1939,N
longhe01,1939,N
luquedo01,1939,N
mageesh01,1939,N
moranpa01,1939,N
nehfar01,1939,N
peckiro01,1939,N
peitzhe01,1939,N
perduhu01,1939,N
phillde01,1939,N
schacal01,1939,N
scottev01,1939,N
shockur01,1939,N
stahlja01,1939,N
steinha01,1939,N
wilsoha01,1939,N
ansonca01,1939,Y
comisch01,1939,Y
cummica01,1939,Y
ewingbu01,1939,Y
gehrilo01,1939,Y
radboch01,1939,Y
spaldal01,1939,Y
hornsro01,1942,Y
chancfr01,1942,N
wadderu01,1942,N
walshed01,1942,N
huggimi01,1942,N
delahed01,1942,N
eversjo01,1942,N
robinwi01,1942,N
cochrmi01,1942,N
friscfr01,1942,N
duffyhu01,1942,N
pennohe01,1942,N
griffcl01,1942,N
colliji01,1942,N
maranra01,1942,N
jennihu01,1942,N
brownmo01,1942,N
planked01,1942,N
mcginjo01,1942,N
clarkfr01,1942,N
bresnro01,1942,N
bendech01,1942,N
schalra01,1942,N
traynpi01,1942,N
youngro01,1942,N
bakerfr01,1942,N
vanceda01,1942,N
terrybi01,1942,N
tinkejo01,1942,N
jossad01,1942,N
klingjo01,1942,N
ruckena01,1942,N
adamsba01,1942,N
gowdyha01,1942,N
nichoki01,1942,N
burkeje01,1942,N
heilmha01,1942,N
granted01,1942,N
rickebr01,1942,N
wheatza01,1942,N
bushdo01,1942,N
crawfsa01,1942,N
martipe01,1942,N
peckiro01,1942,N
wallabo01,1942,N
beaumgi01,1942,N
becklja01,1942,N
boleyjo01,1942,N
bradlbi01,1942,N
crossla01,1942,N
dinnebi01,1942,N
dunnja01,1942,N
elberki01,1942,N
faberre01,1942,N
hamilbi01,1942,N
hermaba01,1942,N
hoytwa01,1942,N
kellejo01,1942,N
kerrdi01,1942,N
lathaar01,1942,N
lowebo01,1942,N
mageesh01,1942,N
phillde01,1942,N
roushed01,1942,N
rusieam01,1942,N
schaege01,1942,N
scottev01,1942,N
steinha01,1942,N
tennefr02,1942,N
wambsbi01,1942,N
wilsoha01,1942,N
woodjo02,1942,N
landike99,1944,Y
chancfr01,1945,N
wadderu01,1945,N
walshed01,1945,N
eversjo01,1945,N
bresnro01,1945,N
huggimi01,1945,N
cochrmi01,1945,N
colliji01,1945,N
delahed01,1945,N
griffcl01,1945,N
friscfr01,1945,N
jennihu01,1945,N
robinwi01,1945,N
traynpi01,1945,N
duffyhu01,1945,N
clarkfr01,1945,N
maranra01,1945,N
tinkejo01,1945,N
brownmo01,1945,N
pennohe01,1945,N
mcginjo01,1945,N
bendech01,1945,N
planked01,1945,N
schalra01,1945,N
terrybi01,1945,N
grovele01,1945,N
bakerfr01,1945,N
hubbeca01,1945,N
jossad01,1945,N
youngro01,1945,N
vanceda01,1945,N
deandi01,1945,N
dickebi01,1945,N
klingjo01,1945,N
gehrich01,1945,N
ruckena01,1945,N
adamsba01,1945,N
gomezle01,1945,N
heilmha01,1945,N
nichoki01,1945,N
roushed01,1945,N
crawfsa01,1945,N
lyonste01,1945,N
carribi02,1945,N
donovbi01,1945,N
gowdyha01,1945,N
greenha01,1945,N
wallabo01,1945,N
burkeje01,1945,N
elberki01,1945,N
granted01,1945,N
hartnga01,1945,N
lowebo01,1945,N
mckecbi01,1945,N
phillde01,1945,N
rickebr01,1945,N
stengca01,1945,N
wheatza01,1945,N
beaumgi01,1945,N
bushdo01,1945,N
camniho01,1945,N
careyma01,1945,N
combsea01,1945,N
conrowi01,1945,N
davisha01,1945,N
dimagjo01,1945,N
dinnebi01,1945,N
donlimi01,1945,N
dunnja01,1945,N
gleaski01,1945,N
gordojo01,1945,N
grimmch01,1945,N
grohhe01,1945,N
kerrdi01,1945,N
lazzeto01,1945,N
lewisdu01,1945,N
longhe01,1945,N
mageesh01,1945,N
martipe01,1945,N
meusebo01,1945,N
moranpa01,1945,N
mungova01,1945,N
murphda02,1945,N
ritchcl01,1945,N
rixeyep01,1945,N
rootch01,1945,N
rusieam01,1945,N
seymocy01,1945,N
sheckji01,1945,N
southbi01,1945,N
sweenbi02,1945,N
tanneje01,1945,N
vandejo01,1945,N
willicy01,1945,N
yerkest02,1945,N
bresnro01,1945,Y
broutda01,1945,Y
clarkfr01,1945,Y
colliji01,1945,Y
delahed01,1945,Y
duffyhu01,1945,Y
jennihu01,1945,Y
kellyki01,1945,Y
orourji01,1945,Y
robinwi01,1945,Y
chancfr01,1946,N
chancfr01,1946,N
eversjo01,1946,N
huggimi01,1946,N
wadderu01,1946,N
walshed01,1946,N
eversjo01,1946,N
huggimi01,1946,N
walshed01,1946,N
friscfr01,1946,N
hubbeca01,1946,N
wadderu01,1946,N
griffcl01,1946,N
cochrmi01,1946,N
hubbeca01,1946,N
griffcl01,1946,N
grovele01,1946,N
friscfr01,1946,N
cochrmi01,1946,N
traynpi01,1946,N
grovele01,1946,N
brownmo01,1946,N
tinkejo01,1946,N
traynpi01,1946,N
mcginjo01,1946,N
maranra01,1946,N
brownmo01,1946,N
mcginjo01,1946,N
deandi01,1946,N
tinkejo01,1946,N
gehrich01,1946,N
pennohe01,1946,N
deandi01,1946,N
dickebi01,1946,N
bakerfr01,1946,N
bendech01,1946,N
bakerfr01,1946,N
schalra01,1946,N
bendech01,1946,N
planked01,1946,N
dickebi01,1946,N
terrybi01,1946,N
vanceda01,1946,N
maranra01,1946,N
foxxji01,1946,N
youngro01,1946,N
gehrich01,1946,N
heilmha01,1946,N
klingjo01,1946,N
pennohe01,1946,N
jossad01,1946,N
ruckena01,1946,N
roushed01,1946,N
crawfsa01,1946,N
adamsba01,1946,N
crigelo01,1946,N
marquru01,1946,N
wheatza01,1946,N
woodjo02,1946,N
donovbi01,1946,N
gomezle01,1946,N
wanerpa01,1946,N
lyonste01,1946,N
burkeje01,1946,N
bushdo01,1946,N
coombja01,1946,N
davisha01,1946,N
hartnga01,1946,N
jacksjo01,1946,N
mckecbi01,1946,N
bancrda01,1946,N
beaumgi01,1946,N
bradlbi01,1946,N
chesbja01,1946,N
clarkjo01,1946,N
cravaga01,1946,N
dinnebi01,1946,N
dunnja01,1946,N
granted01,1946,N
grimmch01,1946,N
hoytwa01,1946,N
jonesfi01,1946,N
killebi01,1946,N
knabeot01,1946,N
longhe01,1946,N
mageesh01,1946,N
martipe01,1946,N
nichoki01,1946,N
phillde01,1946,N
ruelmu01,1946,N
sheckji01,1946,N
simmoal01,1946,N
southbi01,1946,N
sparktu01,1946,N
sullibi03,1946,N
tanneje01,1946,N
tennefr01,1946,N
burkeje01,1946,Y
chancfr01,1946,Y
chesbja01,1946,Y
eversjo01,1946,Y
griffcl01,1946,Y
mccarto01,1946,Y
mcginjo01,1946,Y
planked01,1946,Y
tinkejo01,1946,Y
wadderu01,1946,Y
walshed01,1946,Y
hubbeca01,1947,Y
friscfr01,1947,Y
cochrmi01,1947,Y
grovele01,1947,Y
traynpi01,1947,N
gehrich01,1947,N
maranra01,1947,N
deandi01,1947,N
pennohe01,1947,N
bendech01,1947,N
heilmha01,1947,N
schalra01,1947,N
vanceda01,1947,N
bakerfr01,1947,N
terrybi01,1947,N
wheatza01,1947,N
youngro01,1947,N
woodjo02,1947,N
roushed01,1947,N
adamsba01,1947,N
marquru01,1947,N
foxxji01,1947,N
cronijo01,1947,N
simmoal01,1947,N
fletcar01,1947,N
cravaga01,1947,N
hartnga01,1947,N
mccarjo99,1947,N
rixeyep01,1947,N
turnete01,1947,N
dyered01,1947,N
gelbech01,1947,N
gomezle01,1947,N
gowdyha01,1947,N
haineje01,1947,N
hargrbu01,1947,N
kellyge01,1947,N
lazzeto01,1947,N
scottev01,1947,N
pennohe01,1948,Y
traynpi01,1948,Y
simmoal01,1948,N
gehrich01,1948,N
terrybi01,1948,N
wanerpa01,1948,N
foxxji01,1948,N
deandi01,1948,N
heilmha01,1948,N
dickebi01,1948,N
maranra01,1948,N
hartnga01,1948,N
cronijo01,1948,N
vanceda01,1948,N
schalra01,1948,N
lazzeto01,1948,N
youngro01,1948,N
roushed01,1948,N
gomezle01,1948,N
lyonste01,1948,N
wheatza01,1948,N
careyma01,1948,N
wilsoji01,1948,N
grimebu01,1948,N
hoytwa01,1948,N
martipe01,1948,N
combsea01,1948,N
grimmch01,1948,N
marquru01,1948,N
meusebo01,1948,N
bendech01,1948,N
dykesji01,1948,N
jackstr01,1948,N
mcinnst01,1948,N
rixeyep01,1948,N
woodjo02,1948,N
adamsba01,1948,N
bakerfr01,1948,N
bancrda01,1948,N
bottoji01,1948,N
huggimi01,1948,N
odoulle01,1948,N
ruffire01,1948,N
cuyleki01,1948,N
duganjo01,1948,N
earnsge01,1948,N
faberre01,1948,N
fletcar01,1948,N
gowdyha01,1948,N
harribu01,1948,N
kleinch01,1948,N
rommeed01,1948,N
rootch01,1948,N
scottev01,1948,N
bluegos01,1948,N
coombja01,1948,N
coopewi01,1948,N
covelst01,1948,N
fitzsfr01,1948,N
hackst01,1948,N
haineje01,1948,N
hermaba01,1948,N
hoopeha01,1948,N
kellyge01,1948,N
klingjo01,1948,N
oneilst01,1948,N
quinnja01,1948,N
schacal01,1948,N
wilsoha01,1948,N
wrighgl01,1948,N
bartedi01,1948,N
bigbeca01,1948,N
cadorle01,1948,N
camildo01,1948,N
davissp01,1948,N
derripa01,1948,N
durocle01,1948,N
ferrewe01,1948,N
fonsele01,1948,N
gosligo01,1948,N
grohhe01,1948,N
hafeych01,1948,N
hallabi01,1948,N
hermabi01,1948,N
johnsbo01,1948,N
kremera01,1948,N
manushe01,1948,N
medwijo01,1948,N
milledo02,1948,N
mulcahu01,1948,N
mungova01,1948,N
oeschjo01,1948,N
ricesa01,1948,N
schanwa01,1948,N
schumha02,1948,N
selkige01,1948,N
severha01,1948,N
seweljo01,1948,N
sewellu01,1948,N
sherdbi01,1948,N
shockur01,1948,N
smithea02,1948,N
smithsh01,1948,N
stengca01,1948,N
westsa01,1948,N
willicy01,1948,N
gehrich01,1949,Y
ottme01,1949,N
gehrich01,1949,N
ottme01,1949,N
simmoal01,1949,N
foxxji01,1949,N
deandi01,1949,N
foxxji01,1949,N
terrybi01,1949,N
deandi01,1949,N
simmoal01,1949,N
wanerpa01,1949,N
greenha01,1949,N
dickebi01,1949,N
wanerpa01,1949,N
heilmha01,1949,N
maranra01,1949,N
heilmha01,1949,N
terrybi01,1949,N
greenha01,1949,N
dickebi01,1949,N
maranra01,1949,N
hartnga01,1949,N
cronijo01,1949,N
vanceda01,1949,N
lyonste01,1949,N
schalra01,1949,N
wilsoha01,1949,N
ruffire01,1949,N
lazzeto01,1949,N
youngro01,1949,N
gomezle01,1949,N
schalra01,1949,N
martipe01,1949,N
cronijo01,1949,N
wheatza01,1949,N
vanceda01,1949,N
roushed01,1949,N
lyonste01,1949,N
careyma01,1949,N
wilsoha01,1949,N
harribu01,1949,N
youngro01,1949,N
gowdyha01,1949,N
grimmch01,1949,N
kleinch01,1949,N
bottoji01,1949,N
grimebu01,1949,N
mcinnst01,1949,N
dykesji01,1949,N
hoytwa01,1949,N
southbi01,1949,N
hartnga01,1949,N
combsea01,1949,N
faberre01,1949,N
jackstr01,1949,N
oneilst01,1949,N
wilsoji01,1949,N
lazzeto01,1949,N
adamsba01,1949,N
bancrda01,1949,N
hermaba01,1949,N
coopewi01,1949,N
cuyleki01,1949,N
gosligo01,1949,N
hackst01,1949,N
hardeme01,1949,N
marquru01,1949,N
odoulle01,1949,N
rixeyep01,1949,N
ruffire01,1949,N
covelst01,1949,N
meusebo01,1949,N
ricesa01,1949,N
scottev01,1949,N
stengca01,1949,N
wanerll01,1949,N
bendech01,1949,N
duganjo01,1949,N
earnsge01,1949,N
fitzsfr01,1949,N
gelbech01,1949,N
hafeych01,1949,N
haineje01,1949,N
jurgebi01,1949,N
lucasre01,1949,N
rommeed01,1949,N
shockur01,1949,N
warnelo01,1949,N
willicy01,1949,N
averiea01,1949,N
bluegos01,1949,N
bodiepi01,1949,N
burnsge01,1949,N
chapmbe01,1949,N
davissp01,1949,N
durocle01,1949,N
ehmkeho01,1949,N
ferrewe01,1949,N
fletcar01,1949,N
judgejo01,1949,N
kellyge01,1949,N
kerrdi01,1949,N
lindsfr01,1949,N
lopezal01,1949,N
manushe01,1949,N
myerbu01,1949,N
nehfar01,1949,N
peckiro01,1949,N
pruethu01,1949,N
ringji01,1949,N
rootch01,1949,N
selkige01,1949,N
sherdbi01,1949,N
toneyfr01,1949,N
werbebi01,1949,N
wittwh01,1949,N
wrighgl01,1949,N
brownmo01,1949,Y
nichoki01,1949,Y
ottme01,1950,N
terrybi01,1950,N
foxxji01,1950,N
wanerpa01,1950,N
simmoal01,1950,N
heilmha01,1950,N
deandi01,1950,N
dickebi01,1950,N
maranra01,1950,N
greenha01,1950,N
hartnga01,1950,N
vanceda01,1950,N
lyonste01,1950,N
cronijo01,1950,N
lazzeto01,1950,N
gomezle01,1950,N
wheatza01,1950,N
youngro01,1950,N
roushed01,1950,N
schalra01,1950,N
wilsoha01,1950,N
careyma01,1950,N
kleinch01,1950,N
grimmch01,1950,N
ruffire01,1950,N
cuyleki01,1950,N
haineje01,1950,N
hoytwa01,1950,N
